site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
20055,2729,42,2729,ABIQUIU LAKE,ABIQUIU,,6216.0,36.2686,-106.4551,UC,7,,18,130201021006.0,0.0,0,31,,,ABIN5,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20057,2744,42,2744,JEMEZ CANYON RESERVOIR,JEMEZ CANYON ,,5123.0,35.39472,-106.54472,UC,7,,1143,130202020506.0,0.0,0,31,,8328950.0,BRNN5,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20059,2687,43,2687,NAMBE FALLS RESERVOIR,NAMBE FALLS,,6305.0,35.84669,-105.90345,UC,7,,18,130201011004.0,0.0,0,31,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20060,2729,43,2729,ABIQUIU LAKE,ABIQUIU,,6216.0,36.2686,-106.4551,UC,7,,18,130201021006.0,0.0,0,31,,,ABIN5,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20062,2744,43,2744,JEMEZ CANYON RESERVOIR,JEMEZ CANYON ,,5123.0,35.39472,-106.54472,UC,7,,1143,130202020506.0,0.0,0,31,,8328950.0,BRNN5,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20578,2730,42,2730,SANTA ROSA RESERVOIR,SANTA ROSA ,,4738.0,35.0443,-104.6663,UC,7,,19,130600011108.0,0.0,0,31,,,SRLN5,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20793,2686,89,2686,HERON RESERVOIR,HERON,,7157.0,36.6973,-106.6992,UC,7,,18,130201020305.0,0.0,0,31,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
20821,2684,42,2684,AVALON RESERVOIR,AVALON,,3160.0,32.4908,-104.2522,UC,7,,19,130600111007.0,0.0,0,31,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20826,2730,29,2730,SANTA ROSA RESERVOIR,SANTA ROSA ,,4738.0,35.0443,-104.6663,UC,7,,19,130600011108.0,0.0,0,31,,,SRLN5,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20919,2730,43,2730,SANTA ROSA RESERVOIR,SANTA ROSA ,,4738.0,35.0443,-104.6663,UC,7,,19,130600011108.0,0.0,0,31,,,SRLN5,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20921,943,43,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20923,2684,43,2684,AVALON RESERVOIR,AVALON,,3160.0,32.4908,-104.2522,UC,7,,19,130600111007.0,0.0,0,31,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20924,937,43,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20946,3606,49,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
20947,3606,17,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
20948,3606,25,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
20949,3606,29,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20950,3606,30,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
20951,3606,42,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20952,3606,43,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20953,3606,47,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
20954,3606,89,3606,UTAH LAKE,UTAH LAKE,,4485.0,40.35884,-111.89382,UC,7,,5,160202010900.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
20956,3607,17,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
20957,3607,25,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
20958,3607,29,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20959,3607,30,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
20960,3607,42,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20961,3607,43,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20962,3607,47,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
20963,3607,49,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
20964,3607,89,3607,TRIAL LAKE,TRIAL LAKE,,9831.0,40.6799,-110.95684,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
20965,3608,17,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
20966,3608,25,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
20967,3608,29,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20968,3608,30,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
20969,3608,42,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20970,3608,43,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20971,3608,47,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
20972,3608,49,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
20973,3608,89,3608,LOST LAKE,LOST LAKE,,9908.0,40.6741,-110.9413,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
20974,3609,17,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
20975,3609,25,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
20976,3609,29,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20977,3609,30,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
20978,3609,42,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20979,3609,43,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
20980,3609,47,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
20981,3609,49,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
20982,3609,89,3609,WASHINGTON LAKE,WASHINGTON LAKE,,9997.0,40.6765,-110.964,UC,7,,5,160202030102.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
21121,963,46,963,UPPER STILLWATER RESERVOIR,UPPER STILLWATER,,8169.0,40.56565,-110.70044,UC,7,,6,140600030305.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21122,963,1197,963,UPPER STILLWATER RESERVOIR,UPPER STILLWATER,,8169.0,40.56565,-110.70044,UC,7,,6,140600030305.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21126,964,1197,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21262,928,46,928,STARVATION RESERVOIR,STARVATION,,5723.0,40.19324,-110.44722,UC,7,,6,140600040806.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21263,928,1197,928,STARVATION RESERVOIR,STARVATION,,5723.0,40.19324,-110.44722,UC,7,,6,140600040806.0,0.0,0,44,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21264,964,39,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,39,average power release,power release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21265,952,1197,952,CURRANT CREEK RESERVOIR,CURRANT CREEK,,7696.0,40.33841,-111.05821,UC,7,,6,140600040401.0,0.0,0,44,,,CRUU1,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21266,952,46,952,CURRANT CREEK RESERVOIR,CURRANT CREEK,,7696.0,40.33841,-111.05821,UC,7,,6,140600040401.0,0.0,0,44,,,CRUU1,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21268,962,1197,962,STRAWBERRY RESERVOIR (EXPANDED),STRAWBERRY RESERVOIR (EXPANDED),Represents the single reservoir that existed after the expansion,7448.0,40.13564,-111.02658999999998,UC,7,,6,140600040106.0,0.0,0,44,,,STIU1,,,7,962,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
21271,964,40,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21272,964,1198,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21273,928,1198,928,STARVATION RESERVOIR,STARVATION,,5723.0,40.19324,-110.44722,UC,7,,6,140600040806.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21276,963,1198,963,UPPER STILLWATER RESERVOIR,UPPER STILLWATER,,8169.0,40.56565,-110.70044,UC,7,,6,140600030305.0,0.0,0,44,,,,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21278,952,1198,952,CURRANT CREEK RESERVOIR,CURRANT CREEK,,7696.0,40.33841,-111.05821,UC,7,,6,140600040401.0,0.0,0,44,,,CRUU1,,,0,0,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21280,962,1198,962,STRAWBERRY RESERVOIR (EXPANDED),STRAWBERRY RESERVOIR (EXPANDED),Represents the single reservoir that existed after the expansion,7448.0,40.13564,-111.02658999999998,UC,7,,6,140600040106.0,0.0,0,44,,,STIU1,,,7,962,1198,volume of bypass release,bypass release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
21295,954,89,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
21296,954,30,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
21297,954,47,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
21298,954,25,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
22016,937,47,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
22017,937,30,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
22018,943,47,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
22019,943,30,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
23148,944,46,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23277,3866,49,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
23281,3866,89,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
23282,3866,17,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
23451,2684,89,2684,AVALON RESERVOIR,AVALON,,3160.0,32.4908,-104.2522,UC,7,,19,130600111007.0,0.0,0,31,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
23963,2684,25,2684,AVALON RESERVOIR,AVALON,,3160.0,32.4908,-104.2522,UC,7,,19,130600111007.0,0.0,0,31,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
23964,2684,29,2684,AVALON RESERVOIR,AVALON,,3160.0,32.4908,-104.2522,UC,7,,19,130600111007.0,0.0,0,31,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
23968,937,25,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
23972,2730,25,2730,SANTA ROSA RESERVOIR,SANTA ROSA ,,4738.0,35.0443,-104.6663,UC,7,,19,130600011108.0,0.0,0,31,,,SRLN5,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
23975,943,25,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
24026,2688,49,2688,PLATORO RESERVOIR,PLATORO RESERVOIR,,9972.0,37.3406,-106.564,UC,7,,13,130100050103.0,0.0,0,6,,,PTOC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
24046,937,89,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,89,"reservoir area, end of period reading representing value for prd",area,surface area,20,acres,acre,either,0,,,
24094,2688,17,2688,PLATORO RESERVOIR,PLATORO RESERVOIR,,9972.0,37.3406,-106.564,UC,7,,13,130100050103.0,0.0,0,6,,,PTOC2,,,0,0,17,"storage, end of period reading",storage,storage,1,acre-feet,acre-feet,either,0,,,
24096,2688,42,2688,PLATORO RESERVOIR,PLATORO RESERVOIR,,9972.0,37.3406,-106.564,UC,7,,13,130100050103.0,0.0,0,6,,,PTOC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24156,944,1197,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,1197,average bypass release,bypass release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24879,938,46,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24988,3866,46,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,46,average spillway release,spillway release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24989,3866,47,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,47,change in reservoir storage for period,delta storage,change in reservoir  storage,1,acre-feet,acre-feet,non-instant,0,,,
24990,3866,42,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
24991,3866,43,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
24992,3866,25,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
24993,3866,30,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
24994,3866,29,3866,SMITH & MOREHOUSE RESERVOIR,SMITH & MOREHOUSE RESERVOIR,,7722.0,40.7582,-111.10392,UC,7,,4,160201010202.0,0.0,0,44,,,,,,0,0,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
25430,1998,42,1998,DILLON RESERVOIR,DILLON RESERVOIR,Data provided by ECAO in GP Region,9023.0,39.61614,-106.05487,UC,7,,20,140100020401.0,0.0,0,6,,,,,,7,1998,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
25431,1998,25,1998,DILLON RESERVOIR,DILLON RESERVOIR,Data provided by ECAO in GP Region,9023.0,39.61614,-106.05487,UC,7,,20,140100020401.0,0.0,0,6,,,,,,7,1998,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
25432,1998,29,1998,DILLON RESERVOIR,DILLON RESERVOIR,Data provided by ECAO in GP Region,9023.0,39.61614,-106.05487,UC,7,,20,140100020401.0,0.0,0,6,,,,,,7,1998,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
25433,1999,42,1999,GRANBY RESERVOIR,GRANBY RESERVOIR,Data provided by ECAO in GP Region,8284.0,40.15966,-105.86436,UC,7,,20,140100010308.0,0.0,0,6,,,,,,7,1999,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
25434,1999,25,1999,GRANBY RESERVOIR,GRANBY RESERVOIR,Data provided by ECAO in GP Region,8284.0,40.15966,-105.86436,UC,7,,20,140100010308.0,0.0,0,6,,,,,,7,1999,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
25435,1999,29,1999,GRANBY RESERVOIR,GRANBY RESERVOIR,Data provided by ECAO in GP Region,8284.0,40.15966,-105.86436,UC,7,,20,140100010308.0,0.0,0,6,,,,,,7,1999,29,average inflow,inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
